5,79.59183673,87.80487805,
10,,,100
30,89.79591837,90.24390244,
60,95.91836735,12.19512195,100
120,93.87755102,12.19512195,3.703703704
240,,,3.703703704
300,93.87755102,12.19512195,
600,,,3.703703704
